content,label
"Minimal maksimal bikin aplikasi ada faq, versi ios mana? Kurang dana apa gimana gakuat bayar developer ios?, Server sama bandwidth gedein, yakali sekelas nasional masih overload, itu server apa floopydisc? Disiapin jauh jauh hari buat testing, jangan alasan kurang waktu buat build aplikasi nya hadeuh sesimpel itu. Udah gausa banyak ngeluh, kalin dibayar buat kerja, kritik terima buat evaluasi next nya. Kritik saran baik dipakai, jangan dilupain besok. Masa tiap tahun masalahnya itu itu ajaa boss",negatif
"Tlg lebih prepare, sistemnya diperkuat. Jangan jatohnya website berkedok apk doang. Pesta Rakyat sekali per 5 tahun lho. Masa aplikasinya jauh bgt dr kata layak kayak gini? Maybe bsa kerjasama dg orang2 IT gojek. Biar apknya jelas dan kokoh",negatif
No comment,negatif
"Login aja nggak bisa,gimana mau ngerekap?",negatif
"server nya ga kuat, minimal upgrade dulu servernya sebelum di bikin",negatif
server down,negatif
Gara2 lu gua begadang dari pagi ampe besok siangnya bang bang,negatif
"Useless apps in the world, cuma menuhin memori doang, pas hari h ga bisa dipake ðŸ‘ŽðŸ‘Ž",negatif
"Literally nightmare ðŸ˜­ A lot of inaccurate reading result although the writing was already in digital form & complied with the guidelines, hence added more manual work to edit. In one particular section, KPPS could only tick ""Inappropriate data"" without edit access, when checking the PPWP reading result ðŸ¤”. I hope it will be corrected in the final calculation result. Server spent hours to verify image upload and often failed to read the detail section. Please improve the app & test the quality!",negatif
"Ribet, eror Mulu, & susah masuk",negatif
kalo niatnya memperkeruh kerja mending ganti developer,negatif
"Jelek, loading terus pas 14 Peb 2024",negatif
Bad app.,negatif
"Seperti biasa, ini aplikasi emang ngga ada gunanya.. Program pemerintah kok yg buat AMATIRAN",negatif
Aplikasi tololðŸ¤®ðŸ¤®,negatif
"TOLONG Ganti Judul ""SIMARK UP""",negatif
"Tidak ada puas-puasnya, sekian dan tidak terima kasih.",negatif
Aplikasi kurang persiapan,negatif
"Banyak masalah, gagal mengirim scan foto lah, yang jadinya sudah meng-upload foto harus menscan lagi, padahal data fisik sudah dikirim dan jadinya perlu memprint ulang, membuang waktu dan uang saja. Yang disalahkan pengguna karena tidak mengikuti arahan, padahal aplikasinya aja kurang fleksibel.",negatif
"APLIKASI BUANG-BUANG WAKTU TERBAIK, MANTAP",negatif
"Sering logout, report bug! Lemot.. Aplikasi yang menghambat kinerja KPPS",negatif
Banyak error nya daripada fungsinya.,negatif
Untuk sekelas aplikasi penting bad banget siii,negatif
Terlalu sering update,negatif
"Semoga tidak ngelag pada hari H( sblm hari H), Asuuuuu....beneran pas hari H ini aplikasi gak membantu sama sekali, APLIKASI SAMPAH gak bisa dipakai!!! buang2 waktu anggota KPPS di TPS bukan mempercepat malah bikin nunggu foto/scan di verifikasi sama server KPU akhirnya manual2 juga yg dipakai buat laporan, kita pontang panting berhitung suara di TPS, aplikasi cuma jd beban krn kita pecah fokus nunggu verifikasi scan sambil berhitung dan rekap suara..asli gak guna!!!",negatif
Kualitas jelekkk,negatif
Lemot ya,negatif
"Aplikasi cacat, dari awal sampe akhir suka server down terus. Sistem bukannya mempermudah malah mempersulit. Lucu banget",negatif
Aplikasi belum siap. Malah bikin kerjaan tambah lama,negatif
"Udah tau lah yaaaaaaaaaaaaaa, kalo aplikasi buatan gov't kualitasnya kyk apa",negatif
"Proyek negara Apk Abal Abal, Apk Hyperlink, Gawe Ruwetttt, Buang2 Anggaran, 0 Fungsi, Ujung ujungnya Pake Gdrive.",negatif
"Buat samsung m71 kamera jadi gabisa fokus, padahal kamera biasa gak ada masalah. Ai server buruk",negatif
"lagi2 aplikasi bodoh dan tidak siap untuk digunakan yg dibikin dari pajak masyarakat. untuk aplikasi : UI/UX yg tidak responsive dan lumayan sulit dimengerti. pada saat uji coba sampai H-2 saja banyak masalah, apalagi pada saat hari H pemilu dimana semua petugas KPPS yg bertugas menggunakan aplikasi tentu saja kebingungan, jadilah kami malah disuruh foto c hasil dan upload ke Gdrive ðŸ¤£ untuk dev : ga expect itu server bklan jeblok krn dipake seindo apa gimana sih?",negatif
Bad App,negatif
Aplikasi nyusahin orang,negatif
aplikasi buruk,negatif
"Untuk sekelas negara, sangat buruk.. padahal bisa jauh lebih baik! tolong aktifkan fitur akses gallery, aksesibilitas yang lebih baik dll",negatif
"programmer tolol, aplikasi belom siap tapi dirilis, anggaran gede tapi bikin aplikasi aja susah, dasar tolol. programmer pemerintah masa gabisa aplikasi yang proper untuk hal krusial kayak pemilu gini? emang programmer tolol.",negatif
"sempet terkagum dengan fitur auto detect halaman saat pengambilan gambar, tapi bukan itu yang penting. kalian suruh massa nunggu status verifikasi gambar yang kalian verif manual? mending dari awal dibikin input field semua contohnya kaya web app lapor spt. emang keliatan ruwet, pegel ngetik. tapi tidak membuat flow pendokumentasian perhitungan lama karna menunggu status verif dari admin. karna ujung2nya rata2 nilai scanning pemungutan suara tidak sesuai dengan gambar. plis perbaiki flow kalian",negatif
ngga banget,negatif
"Aplikasi belum siap!!!, mau mempermudah apa mau nyusahin?",negatif
This app is more dysfunction than my toxic marriage,negatif
"I just install the app, then it ask me to sign in, I don't even have account yet, there's no option for sign up",negatif
Kenapa tidak bisa pakai lampu flash? Ambil fotonya kan malam biasanya.,negatif
Overall pas hari H lumayan bagus. Tp perlu sangat ditingkatkan lagi kapasitas server dll,positif
Terrible app ever JANGAN KORUPSI MULU PAK BUK TOLONG SERVERNYA BENERIN 2 HARI LOH INI UPLOAD 3 LEMBAR GAADA BISA SCAN,negatif
"kalo kamu merasa TOLOL, tenang masih ada aplikasi SIREKAP yang lebih TOLOL",negatif
"Bikin aplikasi yang bener lah woi pemerintah, nyuruh upload berkas online tapi bikin aplikasi gak bener",negatif
Aplikasi prematur,negatif
"Nggak ada menu DAFTAR, lha gimana bisa masuk",negatif
"Aplikasi kalo mau rilis, dicoba dulu. Bukan pengguna yg dijadikan trial error. Paling buruk. Kaya ga niat buat apps",negatif
"app gagal, ujung ujungnya mah tidak dipakai saat pemilu, MEMALUKAN! . Anggaran banyak yang di tilep kayaknya. app kayak di buat oleh anak kuliahan.",negatif
Brobok,negatif
"Mubazir banget luwh, SINGENTOT...ðŸ—¿ðŸ—¿ðŸ—¿ Cair kh boss...?",negatif
Aplikasi busuk duit negara kepake g guna proyek negara kaya kebuang sia - sia buat apa coba buat keliatan keren doang,negatif
"Aplikasi tolol hasil uang korup, nyusahin pihak kpps aja anjg",negatif
"brasa kena prank sama sirekap, kpu kyk lg uji nyali dg kekuatan servernya, smoga pemilu mendatang bisa lebih baik lg .. waktunya tidur",negatif
Malah ngerepoti,negatif
Pas saat pelaporan malah ga bisa di akses,negatif
ribet,negatif
Aplikasi sampah cuih,negatif
Aplikasi buruk gak niat,negatif
"KALO EMANG PAS DIPAKE BANYAK ORANG MASI NGELAG SERVERNYA MENDING GAUSA LAUNCH DAH INI APLIKASI, MALAH TAMBAH PUSING",negatif
BAPUK,negatif
"many bug, server not ready, so many times down ...",negatif
Bad application bad developer,negatif
"kalau emang belum siap sdigunakan mah jangan dipakasain, minimal kalau digunakan serentak 1 Indonesia terus eror ya ada solusinya apalagi untuk kepentingan sebesar ini. malah ngerepoti hesss jiaann",negatif
"Aplikasi cacat, anak SD yamg bikin",negatif
Aplikasi gajelas,negatif
Tidak ada menu lupa password,negatif
bobrok,negatif
Aplikasi Penyulit Hidup â˜•,negatif
APLIKASI BOSOK RAK NIAT GAWE,negatif
Lol banget..dibawahnya diperketat utk meminimalisir kecurangan yg ternyata malah sangat merepotkan eh atasnya bobrok..tujuan yang aneh adanya aplikasi ini,negatif
Server jelek,negatif
"Sudah belajar susah2 malah ga bisa login2 di hari H, mau langsung difoto2 malah login timeout terus. Gak bener server & appnya ini.",negatif
Jeleeee bgt,negatif
Aplikasi serinh errornya harus login terus dan sesi expired sangat mepet,negatif
Jelek....,negatif
Tidak. Bisa di masuk aplikasi ðŸ˜”,negatif
"Fungsi nya buat apa ini buat mempermudah atau mempersulit , server nya jelek banget ini lemot ðŸ‘ŽðŸ‘ŽðŸ‘ŽðŸ‘ŽðŸ‘ŽðŸ‘ŽðŸ‘Ž",negatif
"Sangat susah dioperasikan, sulit mendeteksi image HD",negatif
Not helping,negatif
RUSAK !!,negatif
"Okay, sip",positif
"PARAAHHHH, TUJUAN ADA SIREKAP BIAR MEMUDAHKAN PELAPORAN HASIL PEMILU. TAPI NYATANYA SAMPE HARI H MASIH EROR!! MEMPERLAMBAT PEKERJAAN AJA",negatif
Takes to long for relogin and uploading the data,negatif
Aplikasi belum siap gunakan malah buat trial di hari H ðŸ˜‚ðŸ˜‚ðŸ˜‚ðŸ˜‚,negatif
Cacat,negatif
Gjlas appnya,negatif
Belajar lagi bikin aplikasi,negatif
"Aplikasi apa to ini, Digitalisasi yang sangat dipaksakan, aplikasi bukannya mempermudah malah mempersulit",negatif
"aplikasi belum siap digunakan, untuk crud biasa saja seperti isi saksi selalu gagal dan logout otomatis, dari awal sudah optimis pasti bakal issue",negatif
Baddd appp,negatif
Logout muluu bro ini sudah mulai pemilu,negatif
Perlu banyak yang d benahi,negatif
Saksi aja gak bisa daftar aneh!,negatif
"SiRekap belom siap di gunakan ini , masa sampai hari H belom bisa di pakai ini pindah ke naisonal 1cajah di login id masih nasional 2",negatif
"Login nya kok direct link pake webview, lu yang bener aja kualitas programmer KPU kaya gini bikin apps. Ngapain bikin mobile apps kalo ujungnya ke website kpu juga? Ampoooon gw mah niat amat korupsi uang negara",negatif
SoÅ•ri ye... but this app is useless. Klo aja ada review tanpa bintang saya kasih dah. Tetap semangat KPPS'ers,negatif
"please help , user session expired and cant register for saksi and other",negatif
Useless aps,negatif
Buruk burik...,negatif
Aplikasi dongo,negatif
"Aplikasi belum siap, digunakan pada event Nasional yang sangat penting, serius ya KPU RI mau pakai aplikasi ini??",negatif
Update terakhir bagus dan lancar. Bisa login. Moga besok lancar tanpa hambatan.,positif
Parah gak bisa kerja ini aplikasi,negatif
Worst,negatif
"Aplikasi apa ini, mengecewakan",negatif
Nggak ada tulisan lupa password,negatif
"Ga ngerti lagi lah sama sistemnya, kacau",negatif
kalo bisa saya kasi Bintang 0 akan saya kasi bintang 0 sangat menyebalkan aplikasi ini,negatif
"selama buka aplikasi ini saya sambil hadehh hadeehh... soalnya di tempat saya sinyal sangat tidak memadai. jaringan seluler aja di pusat kotanya masih E, apalagi kampungnya, bahkan ga ada sinyal, ini cuma modal wifi lemott yang kalo beli kuotanya cukup mehong. mana aplikasinya update mulu, gaa jelas emang. coba dehh sebelum di fix in buat dipake pemilu, di bagusin terlebih dahulu.. dibuat sampe bener bener layak pakai.. sayang banget, padahal untuk segi kerja aplikasinya udah cukup bagus padahal",negatif
Sehabis update malah gak bisa masuk,negatif
Sering error,negatif
Loading nya lama saat kunci & membuat dokumen,negatif
Sebagai manusia sat set aku nggk kuat pake apk ini yg masyaallah leletnya,negatif
Nggak bisa reset waktu pemungutan,negatif
Aplikasi ga stabil,negatif
Buosok,negatif
"Mudah digunakan, efisien.. Jauh lebih baik dibanding sirekap versi pertama di pemilihan sebelumnya. Terimakasih team sirekap, semoga applikasinya lancar sampai hari H.",positif
bisa submit nya ber jam2,negatif
"tolong dong ada support contact, ada fitur lupa password, g tau salah password apa emg sistemnya masih bug, tolong diperbaiki secepatnya, besok sudah hari pemilu!",negatif
Tidak bisa login menggunakan email padahal email dan password saya betul tapi tetap aja error,negatif
Ripuh ripuh,negatif
"You can this, Indonesia !!! Yuk Bisa Yuk !!! Semangat nya di MAKSIMALIN ... Bisa Pasti Bisa !!! ... Tim Software Development, You Better Kick It !!! It's Tomorrow ... Power Up !!! ðŸ˜ŽðŸ˜ŽðŸ˜ŽðŸ˜ŽðŸ˜Ž",positif
"Setelah update, Saya tidak bisa login. Padahal password dan username sudah benar.""error""",negatif
nge down terus,negatif
Nggak ada flash biar gampang curang wkwk,negatif
Aplikasi dong*,negatif
"angka hasil perhitungan gabisa diubah, cuma dikasih tanda kalo tidak sesuai padahal pemilu sebelumnya bisa diubah, mencurigakan bangett, kalo ga siap mending gausa pake sirekap dah",negatif
GABISA LOGIN LAGIIII gara-gara logout sendiri,negatif
"Kameranya nge-default 0.5 dan ga bisa disetting. Kalau seperti ini solusinya gimana? Kita diharapkan maksimal, eh apknya malah bercanda",negatif
"Maaf untuk siRekap sementara saya kasih bintang 1. Karena belum menemukan solusi. Menurut saya untuk simulasi ini jika profile nasional 1 sudah pernah digunakan untuk upolad, kalau mau upload lagi harus menggunakan profile nasional 2. Jika profile nasional 2 sudah di gunakan harus menggunakan profil nasional selanjutnya. Jadi jika mau di paksa upload lagi dalam satu profile tetep gak bisa. Mohon untuk bener2 di perbaiki aplikasinya karena hari tinggal 1 hari lagi.",negatif
aplikasi sampah,negatif
Isn't recommended. Server always errors and for camera not maximal,negatif
"So useless, we're not ready for digitalitation bruh",negatif
Gak guna,negatif
"Untuk sekelas KPU app ini sangat sangat bad, tolonglah untuk kapasitas servernya ditingkatkan lagi,",negatif
"Tbh, this sucks ðŸ˜¾ðŸ‘ŽðŸ»ðŸ‘ŽðŸ» how can How is it possible that an application belonging to the government still frequently errors while the election are nearby come by??",negatif
Masih nggak bisa pdahal udah H-2,negatif
Aplikasi gajelas. Segini doang server negara wanokuni?,negatif
"Adanya apk untuk mempermudah dalam proses nya nanti, tapi kalau di awal aja udah begini, banyak eror, sistem enggak jalan. Yo buat apa, tolong untuk aplikasi nya disiapkan lebih matang tahun depan. Bintang 3 dulu, nanti semisal apknya ada peningkatan rate ulang.",negatif
"Sebelumnya saya ingin mengapresiasi digitalisasi dalam aspek yang berkaitan dengan pemilu tapi harusnya aplikasinya dikembangkan sejak lama. Ini kesannya terlihat seperti baru dikembangkan kemarin sore. Jangankan untuk masuk dan menjalankan, inisialisasi nya saja susah. Entah time out, error lah dan sebagainya, Bukannya memudahkan malah menambah masalah rasanya.",negatif
"Masih belum stabil dan masih banyak PR. 1. Login yg sulit di beberapa perangkat 2. Kualitas ambil foto buram 3. Ketika setel waktu pemungutan suara,aplikasi berhenti/ force closed 4.ketika akan berpindah dari nasional 1 didalam aplikasi, aplikasi berhenti/forced close 5. Pembacaan hasil pengambilan gambar memerlukan waktu yg sangat lama 6.kesalahan pengambilan gambar yg terus berulang",negatif
Kualitas kamera apk nya jelek. Hasil foto jadi buram. Ku kira bakal otomatis seperti hasil scan TERANG DAN JELAS tapi ternyata TIDAK. Login susah. Upload susah. Verif lama. BUKAN MEMPERCEPAT TAPI MEMPERLAMBAT. jika belum siap tidak perlu memaksakan hanya menghambat.,negatif
"Aplikasi belum siap, tapi dipaksakan. Apalagi pemilu sudah Tinggal menghitung hari. Di hp saya ketika loading terus muncul notifikasi ""terjadi kesalahan dalam penyiapan perangkat, pastikan Anda terhubung ke internet"" padahal paket data jelas sudah aktif, pake wifi pun juga tidak bisa. Mohon ditinjau ulang, atau dicek kompatibilitasnya agar diperluas soalnya jenis hp yang dipakai kpps juga bermacam macam dan tidak semuanya hp baru.",negatif
"Aplikasi yang terkesan terlalu dipaksakan...terlalu terburu2...terlalu banyak masalah dan kendala di lapangan....terlalu banyak bug...versi pertama, 2.30 baru berapa hari muncul 2.32, disuruh simulasi...eh, simulasi blm kelar malah ada lagi versi 2.35...trus beresnya kapan?? Pemilu tinggal hitungan hari...aplikasi yang kalau tidak bisa digunakan mending gausah diluncurkan...buat ribet...",negatif
"Tolong kurangi bug, dan permudah login, untuk sinyal kecil juga kalau bisa aplikasi tetap berjalan, soalnya kalau mode offline harus ediy angka satu persatu itu malah tidak mempermudah pekerjaan KPPS, misal besok hari H, aplikasi belum matang tolong rubah aturan supaya tidak usah digunakan dulu, daripada menambah bingung dan pekerjaan KPPS yang lain keteteran, tambahkan tombol"" edit setelah check gambar agak bisa check ulang jumlahnya, hla ini kalau salah satu kali aja jadi salah semuanya",negatif
"Terlalu memaksakan untuk digunakan, persiapan bisa dibilang gak ada bukan belum matang, masih banyak bug & error, lemot tetap bisa terindikasi adanya pembobolan data untuk kecurangan suara dilihat dari kualitas kemananan server dan aplikasi yg gak jelas pada H-11 pemilu",negatif
"Setelah di update malah GK bisa masuk, kendala username dan dan password nya salah, padahal username dan password nya yg di gunakan adalah password yg sudah otomatis tersimpan di hp. GK layak pakai aplikasi seperti ini, bukan nya mempermudah malah ngabisin kuota hadehhðŸ˜ž",negatif
Dowloadnya lama. Saat udah terdowload mau masuk ana pun susah sekali. Aplikasi yang benar saja ini? Udah mau 2 jam saya bolak balik masuk ke dalam aplikasi tapi susah untuk bisa masuk. Selalu saja muncul TERJADI KESALAHAN SAAT INISIALISASI APLIKASI (gagal mendapatkan sertifikat Digital),negatif
Mohon di perbaiki codingan nya untuk scanner nya agar bisa dpt mengscan walaupun foto nya tidak pas. Mohon untuk memaksimalkan menu edit karna saya dapat info dr pps saya jika menu edit pada halaman belakang itu tidak berguna dan harus di edit di pusat. Walaupun saat saya edit bisa dan dapat di submit. Jika hal ini benar tolong menu edit sampai halaman belakang agar dpt digunakan sesuai fungsinya.,negatif
"Kenapa ini tetiba saya malah ga bisa masuk ke akun saya sendiri setelah ter update sendirinl, malah katanya dinonaktifkan akunnya gimana si, foto form c yg blom di submit ini gimana, klo akun saya di nonaktifkan ya ga bisa masuk",negatif
"Gagal terus saat upload foto.. Setelah diupgrade malah tambah sulit .. saran saya mending dibuat manual saja, unggah foto itu dijadikan data pendukung saja.. biar cepat.. saya mohon diperbaiki biar lebih cepat dan mudah.. kalo bisa waktu ambil foto/gambar ditambah menu masuk galeri.. foto di apk sirekap tidak bisa fokus..",negatif
"Aplikasi tertolol yang pernah gua install. Loginnya lama, gambar blur gak jelas gak ada fitur autofocus. Gak ada fitur ambil foto dari galeri, loadingnya lamanya kek asu. Makannya kalau dapat projek jangan dikorupsi biar bisa buat aplikasi yang bagus gak kek SAMPAH ini. TOLOL !!!",negatif
"Percumah pake aplikasi kalo masih pake metode manual, fungsinya aplikasi untuk mempermudah dan mempercepat, ini malah menambah pekerjaan. Pake mode online yg otomatis tp lama saat nunggu verifikasi foto, disarankan pake mode offline, itu manual input semua datanya.",negatif
"Sekiranya belum siap dengan digitalisasi engga usah dipaksakan, daripada nanti di lapangan menghambat. Untuk menyesuaikan foto sampe muncul bingkai kuning aja susah sekali. Ada yang nyoba nyampe 200an kali jepret tapi tetep tidak muncul bingkai kuning di foto",negatif
"Aplikasi masih banyak sekali bug nya, bolak balik update tapi tidak menyelesaikan masalah yg ada. Sepertinya aplikasi dipaksakan tapi kesiapan belum jelas sama sekali. Tambahan : kalau ada 2 operator kenapa tidak bisa kerja sma bagi tugas biar lebih cepat, masa kalau operator 1 error ditengah2 proses trs operator 2 harus mulai dari awal lagi?",negatif
"Ni aplikasi ga ada beta test ya? Kendalanya terlalu banyak. Kamera burem, baca data lama, salah baca data, log out pas kirim gambar, finger tidak di kenali dst. Oke inisiasi bagus untuk era digital, memudahkan input data KPU ataupun mengetahui hasil suara secepat mungkin. Tapi sangat membebankan untuk KPPS, bukan cara mengoperasikan aplikasinya, tapi kesiapan aplikasi ini sendiri. Saran saya, jangan di paksakan. Daripada malah terjadi hal2 yang tidak diinginkan.",negatif
"Aplikasi sering log out sendiri, selain itu ketika scan foto gak langsung keluar hasil harus di foto berulang-ulang baru ketemu hasil yg pas. Menurut saya itu justru mempersulit & menambah durasi kerja anggota, tujuannya jelas baik untuk mempercepat pekerjaan dengan digitalisasi. Cuma pada kenyataannya aplikasi belum final untuk bisa di terapkan.",negatif
"Aplikasi error sering terjadi kesalahan, penanganan server kurang rensponsif.. Padahal satu tps yg sama kenapa ada 2 sirekap yg katanya salah satunya hanya sebagai cadangan, tapi pas penginputan data sirekap 1 dan 2 berbeda.. Yg jadi masalah takut terjadi kecurangan dengan double data",negatif
"1. Sudah update katanya bisa lebih baik lagi ternyata sama aja. 2. Sinkronisasi foto lama 3. Kualitas foto jelek tidak ada filter tambahan, sekedar fokus pun tidak ada 4. Bisa keluar sendiri karena sesi habis. Kalo gitu sinkron fotonya jangan lama2 biar cepet kerjanya 5. Mempersulit tugas dan hidup",negatif
"Loadingnya lama, hp saya sudah termasuk hp canggih padahal. Untuk kamera pengambilan gambar tolong juga diperhatikan, kenapa yang terbaca hanya kamera Ultrawide? Tingkat ketajamannya jadi kurang, membuat sistem sering salah baca teks.",negatif
"Aplikasi masih belum seratus persen siap digunakan, knapa? 1. Login sering susah/eror, mungkin server belum optimal, ini baru simulasi lho. Belum nanti saat pengumpulan data pda tgl 14 nanti. 2. Hasil foto diaplikasi sirekap tidak mendukung flash, fitur eis bawaan hp. Sehingga foto rawan goyang dan hasilnya blur parah.",negatif
Sudah bisa sampai ganti password tapi untuk masuk selanjutnya gagal terkait dengan inisialisasi. Setelah keluar pas masuk lagi untuk mencoba malah ga bisa masuk padahal sudah gunakan password yang baru. Padahal hari pelaksanaan sudah dekat tapi kendala aplikasi belum terselesaikan...sangat sangat mengecewakan,negatif
Aplikasi penghambat waktu selesai acara pemiluðŸ˜‚. Percuma untuk hasil bisa di gandakan biar ga banyak nulis dan cepet selesai. Tapi dengan adanya aplikasi yang ga siap ini itu percuma bakal gak ada bedanya sama tahun sebelumnya bakal tetep pulang subuh lagi.,negatif
"Aplikasi yang mlah menyusahkan. Fokus foto yang tidak bagus, scan manual, force close, dan jaringan yg sibuk. Aplikasi yang dicoba pada saat pemilu belum berlangsung saja sudah punya kualitas yang buruk, apalagi saat pemilu dilakukan.",negatif
"Jangankan nanti saat pelaksanaan untuk mengirim data, sekarang saja sudah gak beres aplikasi gak bisa dibuka, user dan pasword sudah benar tapi jawabannnya ""terjadi kesalahan"" Ujung-ujungnya hasil penghitungan suara manual /hasil plano yang akan dipake ""Belajar dari pemilu sebelumnya"" Aplikasi hanya sebatas aplikasi",negatif
Perbaiki lagi kualitas aplikasinya kalau mau rekapan hasil pemilu berjalan lancar. Fix sangatÂ² membagongkan ni aplikasi mencetÂ² tombol sampai jari pegel pun tetep ga bisa kebaca tuh sidik jari.,negatif
"Mohon segera ditingkatkan bro, besok lusa udah dipake, ini skarang dibuat uji coba aja lama banget prosesnya dan ada beberapa yg eror. Kwalitas gambar hasil fotonya kalau bisa di perbaikin atau ada mode buat ngefokusin laah sama pemprosesan data diperbaikin biar lebih cepat dan pembacaan data juga yang tepat msak 5 kali salah terus bro",negatif
"Kpu_RI ini gimana sih, kok ngga langsung login sudah loading nya lama tetapi tidak masuk ke halaman akun malah suruh buang data dan cache, kemudian sampah dan data sudah aku buang ehh malah sama ajaa, gimana nih ribet amat sistem nyaa...!!!!!",negatif
Aplikasi belum siap digunakan. Mempersulit bukan mempermudah. Sejauh ini selalu suruh update dan simulasi yang berubah2 teknisnya. Kalau memang belum siap jangan dipaksakan. Suka keluar sendiri. Autentikasi sidik jari yang suka bermasalah. Katanya sudah direset tapi ada data yang tertinggal. Update terakhir saat unggah harus online. Tapi warna merah Mulu padahal sudah ditempat dan jaringan bagus stabil. Kl warna biru gak masuk server. H-3. Tidak ada kejelasan yang nyata. Rawan sekali ini,negatif
"Buruk sekali. Tadi Bimtek, sehararusnya simulasi, belajar cara menggunakan aplikasi SiRekap, ternyata 1 jam loading terus. Sampai pulang belum bisa masuk. Semua peserta operator Sirekap gak ada yg bisa masuk. Setelah lama nunggu malah tulisannya: Terjadi kesalahan saat Inisialisasi aplikasi. Gagal mendapatkan kunci digital: timeout Gagal mendapatkan kunci digital: internal server error. ðŸ¤¡",negatif
"Udah di update malah gak bisa masuk ""terjadi kesalahan saat melakukan inisialisasi aplikasi, gagal mendapatkan kunci digital"" Udah ikutin smua cara tapi masih sama gak bisa juga, hampir smua kendala nya gitu, trus pemilihan tinggal berapa hari lagi, tapi apk nya problem smua, katanya mempermudah tapi kok malah gini. Mohon dong solusi nya, udah mumet.",negatif
"ketika login ga bisa masuk sertifikasi gagal terus udah nyoba dihp lain juga tteep ga bisa android 11 padahal, katanya server down banyak yang pake tapi nyoba jam 1 pagi juga tetep ga bisa,udah nyoba hapus chache hapus data uninstall aplikasi berkali kali tetep ga bisa .tolong diperbaiki lagi sistemnya karena ini buat 1 indonesia loh .terimakasih",negatif
Aplikasi sangat jauh dari layak.. Masih banyak bug. Hasil simulasi tgl 6 kemarin sering aplikasi logout sendiri ketika akan mengambil foto dokumen c1. Terus waktu pemrosesan foto lumayan lama. Kalau emang gak siap lebih baik dibatalkan saja penggunaan sirekap.,negatif
Sulit sekali untuk login...banyak sekali tindakan yang sudah dicoba agar bisa log in...jangankan bisa foto C hasil simulasi...login saja rata-rata 90% kpps diwilayah yang sama yang pegang apk ini mengalami masalah yang sama yaitu susah log in...dari sistem androidnya pun tidak ada masalah..tapi apk ini benar-benar menguji kesabaran penggunanya.-_-,negatif
"Sudah 3 hari mencoba tapi tidak bisa masuk. Setiap kali buka apk nya malah jaringan jadi jelek, sementara saat buka apk yang lain lancar-lancar saja. Harusnya lebih ditingkatkan lagi karena jika permasalahnnya pada jaringan, tidak semua jaringan di Indonesia bagus.",negatif
"Untuk menu kamera,, kamera yg digunakan itu hanya kamera ultra wide,, jadi hasilnya sedikit buram dan juga hasilnya distorsi. Tolong di perbarui lagi atau sediakan opsi untuk kamera wide biasa supaya gambar lebih jelas. device sony xperia 1",negatif
"Aplikasi yg sangat tidak berfungsi sama sekali, walau sdh di update ke 2.41. Login berhasil, tidak ada masalah.... Hanya pada saat ambil gambar ( foto ), notif selalu Failed ( gagal ). Harusnya meringankan tugas panitia, malah nambah2in beban.",negatif
"hampir H-1 masih sangat banyak bug. Terkhusus 1. Angka di C hasil dan hasil scan sangat sering tidak singkron dan kalau di ulang ambil gambar hasilnya sangat jauh,bahkan saat simulasi banyak rekan rekan kami yang harus ber puluh puluh kali mengambil gambar karena hasil yang tidak bisa dikoreksi. 2.gambar pada sering kali buram padahal device sudah sangat memadai. 3. Sering log out dan loading lambat sekali. 4 . upload data sangat sulit karena server full. "" Digitalisasi elit kualitas Sulit'",negatif
"Jelek sekali, hp sudah ram 8 penyimpanan masih 130 gb tapi susah banget ngirim gambarnya kluar mulu, suruh login mulu, lama bgt pake apk ini tolong diperbaiki segera!!!!!!!!!!!!!. Sudah banyak keluhan tidak hanya saya banyak juga yang eror",negatif
"Aplikasi jelek, Gimana mau lancar nanti pas pemilu, login aja udah banyak masalah, apalagi pas pelaksanaan nanti, seluruh serentak mengirim data, pasti lebih errorr lagi, hadeh .,... Aplikasi dadakan... Kasih saran sih kalau mau pakai aplikasi rencanakan dan dibuat aplikasi yg mumpuni....",negatif
"Masih perlu perbaikan, terutama shutter speed kamera kurang cepat yang mengakibatkan gambar terkadang blur walaupun hp saya sudah bagus tetep saja, kedua proses verifikasi foto tidak ada notifikasi kalo sudah selesai ya masa harus kita cek detail terus harus nya ada notif biar bisa tau dan tinggal submit, ketiga proses verifikasi foto sangat lama takutnya di hari H akan terulang kembali tembus sampai pagi, ke empat tidak ada yang fitur hapus foto dan takut nya saat sirekap 1 bermasalah.",negatif
"Sangat susah,mau login aja inisialisasinya susah sekali Error lah,time out lah,server error,dll Pdhal sudah pakai wifi ditempat saya ttap tidak bisa masuk Kalau begini caranya bukan mempermudah mlh justru disulitkan Tlg diperbaiki lagi atau gimana,krn tdk semua android bisa mudah masuk keaplikasi tsb",negatif
"Gimana ini aplikasi nya, udh beberapa kali bolak balik install dan uninstall, ubah pass, beberapa kali minta pass ulang msh juga gabisa login, mana mau dekat hari pemilu tapi gara2 aplikasi nya ga bisa kepake jadi susah, tahap login aja gbisa apa lagi mau simulasi. Perbaiki lah secepatnya, soalnya login aja susah banget, tahap simulasi aja blm dicoba ini gimana.....",negatif
